player_id,player_name,player_display_name,position_x,season,season_type,rushing_yards,gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position_y,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
00-0036370,J.Kelley,Joshua Kelley,RB,2024,REG,2,00-0036370,Joshua Kelley,Joshua,Joshua,Kelley,J.Kelley,Joshua,,KEL272420,52520,KellJo01,13750,8852,3910544,32004b45-4c27-2420-b6d2-7125878e440b,1997-11-20,RB,RB,,,71.0,212.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fsu6gqcltgnofaakmq6u",UCLA,Pacific Twelve Conference,25,2020,2024,TEN,ACT,CUT,R/UFA,5,HB,A,2020.0,4.0,112.0,LAC
00-0036414,C.Akers,Cam Akers,RB,2024,REG,444,00-0036414,Cam Akers,Cam,Cam,Akers,C.Akers,Cam,,AKE415291,52460,AkerCa00,57206,8792,4240021,3200414b-4541-5291-73e4-84e805a9ffce,1999-06-22,RB,RB,RB,RB,70.0,217.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dutj0wamu7giwghnmr4m",Florida State,Atlantic Coast Conference,,2020,2025,SEA,ACT,DEV,PS; Vet,5,HB,A,2020.0,2.0,52.0,LA
00-0036425,D.Dallas,DeeJay Dallas,RB,2024,REG,49,00-0036425,DeeJay Dallas,DeeJay,DeeJay,Dallas,D.Dallas,DeeJay,,DAL415290,52552,DallDe00,55632,8884,4240631,32004441-4c41-5290-528d-2115c573d8ed,1998-09-16,RB,RB,RB,RB,70.0,214.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/weotbgqp9f3y1hptcxzm",Miami,Atlantic Coast Conference,,2020,2025,JAX,ACT,ACT,Active,6,HB,A,2020.0,4.0,144.0,SEA
00-0036450,K.Vaughn,Ke'Shawn Vaughn,RB,2024,REG,4,00-0036450,Ke'Shawn Vaughn,Ke'Shawn,Ke'Shawn,Vaughn,K.Vaughn,Ke'Shawn,,VAU458202,52484,VaugKe00,45866,8816,3917612,32005641-5545-8202-856a-988711b103bf,1997-05-04,RB,RB,RB,RB,70.0,214.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/npa1msmoqbig9cqznkti",Vanderbilt; Illinois,Southeastern Conference,21,2020,2024,SF,DEV,CUT,Active,5,HB,P,2020.0,3.0,76.0,TB
00-0036555,C.Hubbard,Chuba Hubbard,RB,2024,REG,1195,00-0036555,Chuba Hubbard,Chuba,Chuba,Hubbard,C.Hubbard,Chuba,,HUB179324,53555,HubbCh01,57373,9590,4241416,32004855-4217-9324-a63d-319921de85bb,1999-06-11,RB,RB,RB,RB,73.0,210.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjgml85ghq7oa48dctn7",Oklahoma State,Big Twelve Conference,30,2021,2025,CAR,ACT,ACT,Active,5,HB,A,2021.0,4.0,126.0,CAR
00-0036569,G.Brightwell,Gary Brightwell,RB,2024,REG,0,00-0036569,Gary Brightwell,Gary,Gary,Brightwell,G.Brightwell,Gary,,BRI306021,53625,BrigGa00,57133,9660,4245645,32004252-4930-6021-4b99-ec388b94f0eb,1998-02-28,RB,RB,RB,RB,73.0,218.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/egwohqryh9q3pa7erynt",Arizona,Pacific Twelve Conference,32,2021,2025,CIN,DEV,DEV,PS; Vet,4,HB,P,2021.0,6.0,196.0,NYG
00-0036670,J.Jefferson,Jermar Jefferson,RB,2024,REG,22,00-0036670,Jermar Jefferson,Jermar,Jermar,Jefferson,J.Jefferson,Jermar,,JEF237349,53686,JeffJe00,83740,9721,4374033,32004a45-4623-7349-2ea9-d13151c3df59,2000-04-15,RB,RB,RB,RB,70.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkgrgirrdwlm05vqg74b",Oregon State,Pacific Twelve Conference,,2021,2025,ARI,DEV,DEV,Practice Squad,2,HB,P,2021.0,7.0,257.0,DET
00-0036727,A.Prentice,Adam Prentice,RB,2024,REG,0,00-0036727,Adam Prentice,Adam,Adam,Prentice,A.Prentice,Adam,,PRE226147,53932,PrenAd00,35639,9808,3929914,32005052-4522-6147-2079-055f099032bc,1997-01-16,RB,RB,RB,FB,72.0,245.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v7eu5mvg4n0cg3cbrjxn",South Carolina,Southeastern Conference,46,2021,2025,DEN,ACT,ACT,Active,5,FB,A,,,,
00-0036842,K.Nwangwu,Kene Nwangwu,RB,2024,REG,0,00-0036842,Kene Nwangwu,Kene,Kene,Nwangwu,K.Nwangwu,Kene,,NWA456204,53548,NwanKe00,40547,9583,4035537,32004e57-4145-6204-644d-024f399464aa,1998-02-09,RB,RB,RB,RB,73.0,210.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rlnqgz517fsohrndgjrb",Iowa State,Big Twelve Conference,34,2021,2025,NYJ,ACT,ACT,Active,5,HB,A,2021.0,4.0,119.0,MIN
00-0036875,R.Stevenson,Rhamondre Stevenson,RB,2024,REG,801,00-0036875,Rhamondre Stevenson,Rhamondre,Rhamondre,Stevenson,R.Stevenson,Rhamondre,,STE703131,53549,StevRh00,98689,9584,4569173,32005354-4570-3131-4f2a-53760868c1d8,1998-02-23,RB,RB,RB,RB,72.0,227.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ed09migntlyy8ntgvcu1",Oklahoma; Cerritos College,Big Twelve Conference,38,2021,2025,NE,ACT,ACT,Active,5,HB,A,2021.0,4.0,120.0,NE
00-0036893,N.Harris,Najee Harris,RB,2024,REG,1043,00-0036893,Najee Harris,Najee,Najee,Harris,N.Harris,Najee,,HAR493163,53453,HarrNa00,57121,9488,4241457,32004841-5249-3163-f8f5-73c55f8a5c0d,1998-03-09,RB,RB,RB,RB,73.0,242.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grfxgbvqnzz40r7rdtvk",Alabama,Southeastern Conference,22,2021,2025,LAC,RES,RES,R/Injured,5,HB,IR,2021.0,1.0,24.0,PIT
00-0036906,K.Herbert,Khalil Herbert,RB,2024,REG,130,00-0036906,Khalil Herbert,Khalil,Khalil,Herbert,K.Herbert,Khalil,,HER034169,53646,HerbKh00,41668,9681,4035886,32004845-5203-4169-7d1a-e33edb9fea8e,1998-04-21,RB,RB,RB,RB,69.0,212.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjwksf9ygntjmtceeerh",Virginia Tech,Atlantic Coast Conference,31,2021,2025,NYJ,ACT,ACT,Active,5,HB,A,2021.0,6.0,217.0,CHI
00-0036919,K.Gainwell,Kenneth Gainwell,RB,2024,REG,290,00-0036919,Kenneth Gainwell,Kenneth,Kenneth,Gainwell,K.Gainwell,Kenneth,,GAI606964,53579,GainKe00,77737,9614,4371733,32004741-4960-6964-7702-692656fad861,1999-03-14,RB,RB,RB,RB,69.0,200.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f74x1ywy7oo5kq81vblh",Memphis,American Athletic Conference,14,2021,2025,PIT,ACT,ACT,Active,5,HB,A,2021.0,5.0,150.0,PHI
00-0036924,M.Carter,Michael Carter,RB,2024,REG,131,00-0036924,Michael Carter,Michael,Michael,Carter,M.Carter,Michael,,CAR716520,53536,CartMi03,57337,9571,4240657,32004341-5271-6520-cf4c-d6916bc87e00,1999-05-07,RB,RB,RB,RB,68.0,201.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e1y7zhd7w3xbthodfa3m",North Carolina,Atlantic Coast Conference,22,2021,2025,ARI,ACT,ACT,Active,4,HB,A,,,,
00-0036950,A.Williams,Avery Williams,RB,2024,REG,0,00-0036950,Avery Williams,Avery,Avery,Williams,A.Williams,Avery,,WIL145932,53612,WillAv02,42873,9647,4048259,32005749-4c14-5932-c5ba-f059c1055afd,1998-07-15,RB,RB,RB,RB,69.0,195.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/udxcy5ukuuppfhemywfn",Boise State,Mountain West Conference,,2021,2025,NYJ,CUT,CUT,PS; Vet,5,HB,A,2021.0,5.0,183.0,ATL
00-0036973,T.Etienne,Travis Etienne,RB,2024,REG,558,00-0036973,Travis Etienne,Travis,Travis,Etienne,T.Etienne,Travis,,ETI426541,53454,EtieTr00,57185,9489,4239996,32004554-4942-6541-8c54-a69299f0a040,1999-01-26,RB,RB,RB,RB,70.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gc0iljgj34piecyfueyd",Clemson,Atlantic Coast Conference,1,2021,2025,JAX,ACT,ACT,Active,5,HB,A,2021.0,1.0,25.0,JAX
00-0036984,T.Sermon,Trey Sermon,RB,2024,REG,159,00-0036984,Trey Sermon,Trey,Trey,Sermon,T.Sermon,Trey,,SER440716,53517,SermTr00,57372,9552,4241401,32005345-5244-0716-5cc1-b1699fcf5156,1999-01-30,RB,RB,RB,RB,72.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eqhl3xiczodsyqlmsxvr",Ohio State; Oklahoma,Big Ten Conference,27,2021,2025,PIT,DEV,DEV,PS; Vet,5,HB,P,2021.0,3.0,88.0,SF
00-0036997,J.Williams,Javonte Williams,RB,2024,REG,513,00-0036997,Javonte Williams,Javonte,Javonte,Williams,J.Williams,Javonte,,WIL351486,53464,WillJa10,77803,9499,4361579,32005749-4c35-1486-bb3e-8b9e35992111,2000-04-25,RB,RB,RB,RB,70.0,220.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwzske22c4wrlf27qrih",North Carolina,Atlantic Coast Conference,33,2021,2025,DAL,ACT,ACT,Active,5,HB,A,2021.0,2.0,35.0,DEN
00-0037085,T.Badie,Tyler Badie,RB,2024,REG,86,00-0037085,Tyler Badie,Tyler,Tyler,Badie,T.Badie,Tyler,,BAD685229,54661,BadiTy00,83714,10241,4362748,32004241-4468-5229-8c1d-59265ee103fc,1999-02-07,RB,RB,RB,RB,68.0,197.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ger5eiktec0vzmrxjnaw",Missouri,Southeastern Conference,28,2022,2025,DEN,ACT,ACT,Active,2,HB,A,2022.0,6.0,196.0,BAL
00-0037120,T.Goodson,Tyler Goodson,RB,2024,REG,153,00-0037120,Tyler Goodson,Tyler,Tyler,Goodson,T.Goodson,Tyler,,GOO586750,54798,GoodTy00,101659,10443,4429676,3200474f-4f58-6750-ad87-11b65bf232e0,2000-11-10,RB,RB,RB,RB,69.0,197.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fvuevf0apxtfjwdj7l0e",Iowa,Big Ten Conference,31,2022,2025,IND,ACT,ACT,Active,3,HB,A,,,,
00-0037197,I.Pacheco,Isiah Pacheco,RB,2024,REG,310,00-0037197,Isiah Pacheco,Isiah,Isiah,Pacheco,I.Pacheco,Isiah,,PAC576791,54716,PachIs00,83747,10296,4361529,32005041-4357-6791-9031-d5a8938af2e4,1999-03-02,RB,RB,RB,RB,70.0,216.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqshteijt4xhgk2ei9sx",Rutgers,Big Ten Conference,10,2022,2025,KC,ACT,ACT,Active,4,HB,A,2022.0,7.0,251.0,KC
00-0037228,J.Warren,Jaylen Warren,RB,2024,REG,511,00-0037228,Jaylen Warren,Jaylen,Derrell,Warren,J.Warren,Jaylen,,WAR659612,54905,WarrJa01,98692,10552,4569987,32005741-5265-9612-2e68-f9e5f43ac527,1998-11-01,RB,RB,RB,RB,68.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f3txbqdarbabqtq4sx98",Oklahoma State,Big Twelve Conference,30,2022,2025,PIT,ACT,ACT,Active,4,HB,A,,,,
00-0037248,J.Cook,James Cook,RB,2024,REG,1009,00-0037248,James Cook,James,James,Cook,J.Cook,James,,COO151970,54528,CookJa01,83666,10108,4379399,3200434f-4f15-1970-d2e5-e575c819187c,1999-09-25,RB,RB,RB,RB,71.0,190.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/anjbznqb9i21wzcgrtbs",Georgia,Southeastern Conference,4,2022,2025,BUF,ACT,ACT,Active,4,HB,A,2022.0,2.0,63.0,BUF
00-0037256,R.White,Rachaad White,RB,2024,REG,613,00-0037256,Rachaad White,Rachaad,Rachaad,White,R.White,Rachaad,,WHI393110,54556,WhitRa01,131633,10136,4697815,32005748-4939-3110-903e-6b6c868dd3ab,1999-01-12,RB,RB,RB,RB,72.0,214.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sxugbms8ketvgmilnlu3",Arizona State; Mt. San Antonio; Kearney State,Pacific Twelve Conference,1,2022,2025,TB,ACT,ACT,Active,4,HB,A,2022.0,3.0,91.0,TB
00-0037258,D.Pierce,Dameon Pierce,RB,2024,REG,293,00-0037258,Dameon Pierce,Dameon,Dameon,Pierce,D.Pierce,Dameon,,PIE245478,54572,PierDa01,83659,10152,4360238,32005049-4524-5478-115c-8ae11dbeefa6,2000-02-19,RB,RB,RB,RB,70.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lifrupicniyrosy1vj9c",Florida,Southeastern Conference,,2022,2025,KC,DEV,DEV,PS; Vet,4,HB,P,2022.0,4.0,107.0,HOU
00-0037263,T.Allgeier,Tyler Allgeier,RB,2024,REG,644,00-0037263,Tyler Allgeier,Tyler,Tyler,Allgeier,T.Allgeier,Tyler,,ALL702582,54616,AllgTy00,83639,10196,4373626,3200414c-4c70-2582-4cca-1a2070c9a090,2000-04-15,RB,RB,RB,RB,71.0,225.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/buwaomfsz4y6orgb0cyg",BYU,Independent,25,2022,2025,ATL,ACT,ACT,Active,4,HB,A,2022.0,5.0,151.0,ATL
00-0037267,J.Ford,Jerome Ford,RB,2024,REG,565,00-0037267,Jerome Ford,Jerome,Jerome,Ford,J.Ford,Jerome,,FOR234027,54621,FordJe00,83601,10201,4372019,3200464f-5223-4027-cb9f-9f2ae803ccd5,1999-09-12,RB,RB,RB,RB,70.0,210.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/djggmwo5v8osoboiseo2",Cincinnati; Alabama,American Athletic Conference,34,2022,2025,CLE,RES,RES,R/Injured,4,HB,IR,2022.0,5.0,156.0,CLE
00-0037276,T.Chandler,Ty Chandler,RB,2024,REG,182,00-0037276,Ty Chandler,Ty,Tykevious,Chandler,T.Chandler,Ty,,CHA336645,54634,ChanTy01,62942,10214,4242431,32004348-4133-6645-66e1-215e9c59ff5f,1998-05-12,RB,RB,RB,RB,71.0,204.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i3urodji7vrb11n4pl06",North Carolina,Atlantic Coast Conference,32,2022,2025,MIN,RSR,RES,R/Injured; DFR,4,HB,A,2022.0,5.0,169.0,MIN
00-0037299,K.Ingram,Keaontay Ingram,RB,2024,REG,0,00-0037299,Keaontay Ingram,Keaontay,Keaontay,Ingram,K.Ingram,Keaontay,,ING566419,54666,IngrKe01,77761,10246,4362087,3200494e-4756-6419-28c3-9e84e33efb7c,1999-10-26,RB,RB,,,72.0,221.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fa4if2wnlgsmjmkcnxke",USC,Pacific Twelve Conference,30,2022,2025,KC,RES,RES,R/Injured,3,HB,P,2022.0,6.0,201.0,ARI
00-0037429,R.Blackshear,Raheem Blackshear,RB,2024,REG,80,00-0037429,Raheem Blackshear,Raheem,Raheem,Blackshear,R.Blackshear,Raheem,,BLA323565,55014,BlacRa00,57385,10677,4259308,3200424c-4132-3565-e1e9-9bf6ddfec0af,1998-06-05,RB,RB,RB,RB,69.0,190.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hzdyiuzm78dpedlcicwy",Virginia Tech,Atlantic Coast Conference,,2022,2025,PIT,CUT,TRD,PS; Vet,4,HB,A,,,,
00-0037456,T.Hairston,Troy Hairston,RB,2024,REG,0,00-0037456,Troy Hairston,Troy,Troy,Hairston,T.Hairston,Troy,,HAI761344,55042,HairTr00,65088,10364,4274040,32004841-4976-1344-85f3-927f662c8365,1998-12-08,RB,RB,,,71.0,245.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/niy18wy5q5gpnara4xyn",Central Michigan,Mid-American Conference,34,2022,2024,HOU,DEV,CUT,Waivers/No Rec.,3,FB,P,,,,
00-0037509,S.McCormick,Sincere McCormick,RB,2024,REG,183,00-0037509,Sincere McCormick,Sincere,Sincere,McCormick,S.McCormick,Sincere,,MCC594638,55097,McCoSi00,97119,10663,4430104,32004d43-4359-4638-6f2a-4110341e4bba,2000-09-10,RB,RB,RB,RB,69.0,205.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u2ynn4otkwexx4s4z24k",Texas-San Antonio,Conference USA,,2022,2025,DEN,CUT,CUT,Practice Squad,3,HB,A,,,,
00-0037525,J.Mason,Jordan Mason,RB,2024,REG,789,00-0037525,Jordan Mason,Jordan,Jordan,Mason,J.Mason,Jordan,,MAS125056,55113,MasoJo00,62946,10413,4360569,32004d41-5312-5056-fafb-b3b690e395a1,1999-05-24,RB,RB,RB,RB,71.0,230.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ixykwytfrfz1cdxlhj5w",Georgia Tech,Atlantic Coast Conference,27,2022,2025,MIN,ACT,ACT,Active,4,HB,A,,,,
00-0037557,R.Rivers,Ronnie Rivers,RB,2024,REG,99,00-0037557,Ronnie Rivers,Ronnie,Ronnie,Rivers,R.Rivers,Ronnie,,RIV673384,55145,RiveRo01,57208,10408,4243003,32005249-5667-3384-6c78-b7eef7619467,1999-01-31,RB,RB,RB,RB,69.0,192.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ykza0uhrd73htnmjwbrk",Fresno State,Mountain West Conference,20,2022,2025,LA,ACT,ACT,Active,4,HB,A,,,,
00-0037594,J.Chestnut,Julius Chestnut,RB,2024,REG,102,00-0037594,Julius Chestnut,Julius,Julius,Chestnut,J.Chestnut,Julius,,CHE603251,55182,ChesJu00,109239,10729,4367567,32004348-4560-3251-9278-3d0ccaa1d9cb,2000-10-26,RB,RB,RB,RB,71.0,228.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/glst6wabuuvbrssmidng",Sacred Heart University,Northeast Conference,36,2022,2025,TEN,ACT,ACT,Active,4,HB,A,,,,
00-0037609,A.Shampklin,Aaron Shampklin,RB,2024,REG,17,00-0037609,Aaron Shampklin,Aaron,Aaron,Shampklin,A.Shampklin,Aaron,,SHA110921,55198,ShamAa00,148900,10417,4248068,32005348-4111-0921-1337-9070b65aeb4d,1999-10-18,RB,RB,RB,RB,70.0,195.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iujjn4h87hwnj9tswfey",Harvard,Ivy League,,2022,2024,PIT,DEV,CUT,Waivers/No Rec.,1,HB,A,,,,
00-0037617,H.Haskins,Hassan Haskins,RB,2024,REG,89,00-0037617,Hassan Haskins,Hassan,Hassan,Haskins,H.Haskins,Hassan,,HAS288544,54596,HaskHa00,83701,10176,4372071,32004841-5328-8544-d8b7-95875ddb3ea1,1999-11-26,RB,RB,RB,RB,74.0,228.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n9jwsfxyo1xppmhscpik",Michigan,Big Ten Conference,28,2022,2025,LAC,ACT,ACT,Active,4,HB,A,2022.0,4.0,131.0,TEN
00-0037745,V.Jones,Velus Jones Jr.,RB,2024,REG,11,00-0037745,Velus Jones Jr.,Velus,Velus,Jones,V.Jones,Velus,,JON826251,54536,JoneVe00,40573,10116,4035693,32004a4f-4e82-6251-6347-ca9076d159e9,1997-05-11,RB,RB,RB,RB,72.0,200.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fchis2k7zzpqg9sv1ya1",Tennessee; USC,Southeastern Conference,,2022,2025,SEA,DEV,DEV,PS; Vet,5,HB,P,2022.0,3.0,71.0,CHI
00-0037746,B.Robinson,Brian Robinson,RB,2024,REG,799,00-0037746,Brian Robinson,Brian,Brian,Robinson,B.Robinson,Brian,,ROB736177,54563,RobiBr01,57120,10143,4241474,3200524f-4273-6177-6c0d-d79eb9d007d1,1999-03-22,RB,RB,RB,RB,73.0,225.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n1xhex1ytisxcbcggqu7",Alabama,Southeastern Conference,3,2022,2025,SF,ACT,ACT,Active,2,HB,A,2022.0,3.0,98.0,WAS
00-0037827,T.Davis-Price,Tyrion Davis-Price,RB,2024,REG,7,00-0037827,Tyrion Davis-Price,Tyrion,Tyrion,Davis-Price,T.Davis-Price,Tyrion,,DAV822552,54558,DaviTy03,99169,10138,4426475,32004441-5682-2552-baf3-6579c14749f1,2000-10-23,RB,RB,RB,RB,73.0,219.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/np2ljgazwwq6sh9015qs",LSU,Southeastern Conference,35,2022,2024,PHI,DEV,CUT,Waivers/No Rec.,3,HB,A,2022.0,3.0,93.0,SF
00-0037840,K.Williams,Kyren Williams,RB,2024,REG,1299,00-0037840,Kyren Williams,Kyren,Kyren,Williams,K.Williams,Kyren,,WIL415359,54629,WillKy02,97118,10209,4430737,32005749-4c41-5359-809b-caeaa1db84d0,2000-08-26,RB,RB,RB,RB,69.0,202.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/smsyrjrwy0lf0hu9hkvg",Notre Dame,Independent,23,2022,2025,LA,ACT,ACT,Active,4,HB,A,2022.0,5.0,164.0,LA
00-0038040,Z.White,Zamir White,RB,2024,REG,183,00-0038040,Zamir White,Zamir,Zamir,White,Z.White,Zamir,,WHI603663,54587,WhitZa01,83665,10167,4361777,32005748-4960-3663-61e2-3aa5c09bf289,1999-09-18,RB,RB,RB,RB,71.0,227.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jzthyqk2ld52f31ka1ir",Georgia,Southeastern Conference,3,2022,2025,LV,ACT,ACT,Active,4,HB,A,2022.0,4.0,122.0,LV
00-0038098,P.Strong,Pierre Strong,RB,2024,REG,108,00-0038098,Pierre Strong,Pierre,Pierre,Strong,P.Strong,Pierre,,STR658099,54592,StroPi00,66619,10172,4249836,32005354-5265-8099-4e5a-fedfdfa80694,1998-12-10,RB,RB,RB,RB,71.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xvsnviejqwulftgrccpb",South Dakota State,Missouri Valley Football Conference,22,2022,2025,GB,DEV,DEV,PS; Vet,4,HB,A,2022.0,4.0,127.0,NE
00-0038120,B.Hall,Breece Hall,RB,2024,REG,876,00-0038120,Breece Hall,Breece,Breece,Hall,B.Hall,Breece,,HAL189796,54501,HallBr03,97636,10081,4427366,32004841-4c18-9796-85f0-25933f010ae8,2001-05-31,RB,RB,RB,RB,71.0,217.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m3dviruymtm2wl2zcpmr",Iowa State,Big Twelve Conference,20,2022,2025,NYJ,ACT,ACT,Active,4,HB,A,2022.0,2.0,36.0,NYJ
00-0038134,K.Walker,Kenneth Walker III,RB,2024,REG,573,00-0038134,Kenneth Walker III,Kenneth,Kenneth,Walker,K.Walker,Kenneth,,WAL391813,54506,WalkKe00,97199,,4567048,32005741-4c39-1813-7d3e-48047712136d,2000-10-20,RB,RB,RB,RB,69.0,211.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mnzsnemdzbey5hbahdhk",Michigan State; Wake Forest,Big Ten Conference,9,2022,2025,SEA,ACT,ACT,Active,4,,,2022.0,2.0,41.0,SEA
00-0038396,E.Gray,Eric Gray,RB,2024,REG,31,00-0038396,Eric Gray,Eric,Eric,Gray,E.Gray,Eric,,GRA652870,56037,GrayEr01,99143,10996,4570561,32004752-4165-2870-85bd-e1a472b80efc,1999-11-04,RB,RB,RB,RB,70.0,210.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ijjxwxv1ccyowzhpuw2k",Oklahoma; Tennessee,Big Twelve Conference,20,2023,2025,NYG,ACT,ACT,Active,3,HB,A,2023.0,5.0,172.0,NYG
00-0038454,K.Mitchell,Keaton Mitchell,RB,2024,REG,30,00-0038454,Keaton Mitchell,Keaton,Keaton,Mitchell,K.Mitchell,Keaton,,MIT376653,56205,MitcKe01,123826,11264,4596334,32004d49-5437-6653-df6c-6e9f57253f37,2002-01-17,RB,RB,RB,RB,68.0,191.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/klpn2btfhgfv5a8dp3jj",East Carolina,American Athletic Conference,34,2023,2025,BAL,ACT,ACT,Active,3,HB,A,,,,
00-0038489,B.VanSumeren,Ben VanSumeren,RB,2024,REG,0,00-0038489,Ben VanSumeren,Ben,Ben,VanSumeren,B.VanSumeren,Ben,,VAN760426,56244,VanSBe00,82523,11289,4372070,32005641-4e76-0426-3d6d-7a25e721bbe1,2000-05-05,RB,RB,RB,FB,74.0,231.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nkj6hhniksfdsoan2jnm",Michigan State; Michigan,Big Ten Conference,43,2023,2025,PHI,RES,RES,R/Injured,3,LB,A,,,,
00-0038542,B.Robinson,Bijan Robinson,RB,2024,REG,1456,00-0038542,Bijan Robinson,Bijan,Bijan,Robinson,B.Robinson,Bijan,,ROB368260,55872,RobiBi01,123126,10832,4430807,3200524f-4236-8260-6d5f-ae47fe2e0128,2002-01-30,RB,RB,RB,RB,71.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rjaf9auhx3lrktzgwpfb",Texas,Big Twelve Conference,7,2023,2025,ATL,ACT,ACT,Active,3,HB,A,2023.0,1.0,8.0,ATL
00-0038551,K.Miller,Kendre Miller,RB,2024,REG,148,00-0038551,Kendre Miller,Kendre,Kendre,Miller,K.Miller,Kendre,,MIL369085,55936,MillKe01,123091,10895,4599739,32004d49-4c36-9085-7b40-672b4733cbc6,2002-06-11,RB,RB,RB,RB,72.0,220.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jz3mpvifmldus3ipdvu1",TCU,Big Twelve Conference,5,2023,2025,NO,RES,RES,R/Injured,3,HB,IR,2023.0,3.0,71.0,NO
00-0038555,T.Bigsby,Tank Bigsby,RB,2024,REG,766,00-0038555,Tank Bigsby,Tank,Cantavious,Bigsby,T.Bigsby,Tank,,BIG732544,55953,BigsTa00,123974,10912,4429013,32004249-4773-2544-d042-8e63f2fc44d8,2002-08-30,RB,RB,RB,RB,71.0,215.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nin8aexyipca7g7u7f4a",Auburn,Southeastern Conference,37,2023,2025,PHI,ACT,ACT,Active,3,HB,A,2023.0,3.0,88.0,JAX
00-0038597,C.Brown,Chase Brown,RB,2024,REG,990,00-0038597,Chase Brown,Chase,Chase,Brown,C.Brown,Chase,,BRO340581,56028,BrowCh10,77787,10987,4362238,32004252-4f34-0581-a205-5f41836f80e9,2000-03-21,RB,RB,RB,RB,70.0,211.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pv3sq3uzosixxexbznq5",Illinois; Western Michigan,Big Ten Conference,30,2023,2025,CIN,ACT,ACT,Active,3,HB,A,2023.0,5.0,163.0,CIN
